Date,CROATIA
2015-08,784.3271042945502
2015-09,730.2740911338082
2015-10,779.1297104144292
2015-11,758.211012885857
2015-12,757.9147898678347
2016-01,728.6485415435575
2016-02,739.0420157752878
2016-03,789.7554882959561
2016-04,791.1228568970039
2016-05,793.1946944626814
2016-06,801.8130345333487
2016-07,833.0606122291115
2016-08,846.004572707302
2016-09,928.0964397104253
2016-10,936.7513071727894
2016-11,947.160399594996
2016-12,957.1336950891459
2017-01,1001.0118979359187
2017-02,1086.3555939330765
2017-03,989.6866840606991
2017-04,1007.1111000743499
2017-05,1014.1153220487033
2017-06,1067.5422981496445
2017-07,1063.0191736817937
2017-08,1053.536928047494
2017-09,1017.8162103353603
2017-10,1017.3544272888937
2017-11,988.3664155009071
2017-12,981.3810147194928
2018-01,988.541488526296
2018-02,966.8837872513102
2018-03,964.1692216414402
2018-04,971.2743747887408
2018-05,986.2031923999506
2018-06,967.4142957360048
2018-07,981.5015970501453
2018-08,978.4057332640486
2018-09,954.6809181354305
2018-10,953.7961484411945
2018-11,941.1971096126956
2018-12,936.2263706628229
2019-01,928.8979965476259
2019-02,966.6420350525011
2019-03,979.4621219510924
2019-04,1003.9717767817314
2019-05,1014.7211471068861
2019-06,1080.8283515244348
2019-07,1090.5601605718223
2019-08,1069.8726301335817
2019-09,1131.3817951048852
2019-10,1132.2688715565089
2019-11,1142.7954075550283
2019-12,1164.2373200568209
2020-01,1206.2621482956447
2020-02,1122.7834496016733
2020-03,970.5960420781828
2020-04,997.3470015885902
2020-05,1032.4626681485486
2020-06,1060.7351722920516
2020-07,1034.6336508306538
2020-08,1070.6713384767343
2020-09,1082.0087674165716
2020-10,1059.3024526452507
2020-11,1119.6741057912068
2020-12,1127.1409023076726
2021-01,1156.3502417832933
2021-02,1134.0352718445388
2021-03,1188.1556399323197
2021-04,1188.3190812559255
2021-05,1207.611425004874
2021-06,1223.6085947597621
2021-07,1243.9832608832844
2021-08,1244.7572426764061
2021-09,1255.3441691065132
2021-10,1222.829695885155
2021-11,1199.2640204335064
2021-12,1221.4013384235182
2022-01,1215.3818272440994
2022-02,1210.1513542183698
2022-03,1253.3088722861075
2022-04,1264.8688490696693
2022-05,1227.6560694837506
2022-06,1212.6233960491206
2022-07,1228.1938257007976
2022-08,1292.5269213693718
2022-09,1244.4128206846683
2022-10,1235.0210031393049
2022-11,1199.1694276533633
2022-12,1227.1844091290102
2023-01,1279.2032014580705
2023-02,1361.4061748323863
2023-03,1355.9891867352148
2023-04,1371.368535506283
2023-05,1410.787805340895
2023-06,1432.1195778952367
2023-07,1491.0628760883792
