Date,OMAN SMALL CAP
2012-10,1053.9176758543197
2012-11,1062.104646523016
2012-12,1121.3101942297035
2013-01,1147.3835719399642
2013-02,1177.9373284412552
2013-03,1215.7950867304908
2013-04,1255.6416873994638
2013-05,1340.500154787222
2013-06,1345.4938097287143
2013-07,1431.1169970867838
2013-08,1412.6622953262952
2013-09,1416.2262923384658
2013-10,1445.0922916843033
2013-11,1457.9891927787337
2013-12,1469.7301341243285
2014-01,1525.3814001369549
2014-02,1508.9779886913134
2014-03,1505.3506682284803
2014-04,1525.4460760313627
2014-05,1534.1202294174736
2014-06,1565.8387145318502
2014-07,1593.88820615284
2014-08,1615.507955010089
2014-09,1644.271955912612
2014-10,1530.9638613262337
2014-11,1538.1366082805612
2014-12,1431.4976621789417
2015-01,1449.2098666276822
2015-02,1476.9363623122965
2015-03,1414.8846123042365
2015-04,1451.612483842719
2015-05,1457.8952308513096
2015-06,1469.5817347878358
2015-07,1484.892061435539
2015-08,1380.1454982377406
2015-09,1365.855615328767
2015-10,1412.5905444619264
2015-11,1344.7468374371012
2015-12,1304.8712137317925
2016-01,1260.6285529426295
2016-02,1291.5305191122468
2016-03,1376.187906804687
2016-04,1491.59567661049
2016-05,1490.0711748251742
2016-06,1490.1706050635055
2016-07,1461.6038251318637
2016-08,1439.7859611244862
2016-09,1438.0455320616072
2016-10,1387.5279339381764
2016-11,1393.5020385807984
2016-12,1454.020545795821
2017-01,1492.145372062772
2017-02,1526.413503217163
2017-03,1498.8658581215598
2017-04,1571.304243
2017-05,1561.187855
2017-06,1487.143763
2017-07,1462.41457
2017-08,1433.013099
2017-09,1422.029699
2017-10,1415.361933
2017-11,1429.101567
2017-12,1425.645848
2018-01,1372.088308
2018-02,1374.568943
2018-03,1332.182398
2018-04,1355.6386263080462
2018-05,1316.136562075907
2018-06,1352.130405026497
2018-07,1303.6234739565507
2018-08,1303.5202695814676
2018-09,1299.1428938139754
2018-10,1263.2443307720494
2018-11,1228.5738662760575
2018-12,1216.2492890921785
2019-01,1171.2347576779232
2019-02,1156.6647295624089
2019-03,1155.6895028108627
2019-04,1209.908612544123
2019-05,1208.4614867641624
2019-06,1186.5184271897306
2019-07,1095.3156027023358
2019-08,1149.051658170947
2019-09,1158.5638234816518
2019-10,1152.770809491226
2019-11,1169.4295487749266
2019-12,1146.5610971829128
2020-01,1177.6402855386596
2020-02,1172.4834720838037
2020-03,1032.4365283882423
2020-04,1060.1106776108054
2020-05,1071.6537396675767
2020-06,1075.7911482776076
2020-07,1099.802370425012
2020-08,1131.6276314751356
2020-09,1085.9280248574503
2020-10,1070.282364039926
2020-11,1081.396152219929
2020-12,1067.284981923593
2021-01,1039.9328081525612
2021-02,1022.9471214149004
2021-03,1080.6947035298122
2021-04,1104.358593522024
2021-05,1128.3550052661144
2021-06,1188.9250991468343
2021-07,1159.1907297871608
2021-08,1149.4938849455293
2021-09,1136.7114861894147
2021-10,1186.335910924853
2021-11,1173.1811752876047
2021-12,1237.8761087989167
2022-01,1202.3841736877819
2022-02,1165.8548900521707
2022-03,1262.2724987117135
2022-04,1238.0091417225879
2022-05,1230.5408154080437
2022-06,1250.9223828764252
2022-07,1420.5427309852996
2022-08,1431.4808746156007
2022-09,1432.016965918412
2022-10,1365.833874833167
2022-11,1456.3838830234226
2022-12,1544.2147281149255
2023-01,1513.3066341071901
2023-02,1502.2445637245753
2023-03,1529.2810775615442
2023-04,1518.8494586017405
2023-05,1477.273828034775
2023-06,1537.7326389012958
2023-07,1559.4231612577685
