Date,EGYPT SMALL CAP
2009-05,835.9380093882454
2009-06,920.7593679453539
2009-07,980.0042600728902
2009-08,1052.9990608643866
2009-09,1109.971177418613
2009-10,1051.1715395896676
2009-11,911.8829304876995
2009-12,897.7382768711396
2010-01,1013.4024689111291
2010-02,1010.6553801278244
2010-03,1035.7049670312115
2010-04,1077.5710154623753
2010-05,907.5753532637144
2010-06,879.6442533074317
2010-07,913.354630247499
2010-08,914.7326495765805
2010-09,989.4793567311374
2010-10,1018.8620385097239
2010-11,1019.7467307911772
2010-12,1028.2488302221584
2011-01,845.3653404997717
2011-02,841.1502317956229
2011-03,820.7200199112302
2011-04,800.533863698814
2011-05,879.035443634054
2011-06,871.2936670980692
2011-07,838.5979596379852
2011-08,760.7036897018672
2011-09,609.6428172572
2011-10,637.811924996971
2011-11,566.3907339950521
2011-12,490.3272182898221
2012-01,605.4361608904036
2012-02,746.8258043436388
2012-03,628.8755342153
2012-04,631.610196509127
2012-05,595.4695355361931
2012-06,636.7907795703607
2012-07,655.0047534476956
2012-08,747.2998084573298
2012-09,877.7676118246353
2012-10,847.3844006319653
2012-11,684.9793041595801
2012-12,778.5961821441593
2013-01,741.9815228092729
2013-02,722.0566364372668
2013-03,684.6219952367411
2013-04,703.3798308431109
2013-05,736.4913316037146
2013-06,610.6838354327784
2013-07,723.4807052838648
2013-08,725.6493411416644
2013-09,793.6330947444492
2013-10,875.6113989733154
2013-11,879.2661973333862
2013-12,940.4238319955072
2014-01,1068.9194944839576
2014-02,1208.5065421842155
2014-03,1167.9525182607972
2014-04,1205.4508846940275
2014-05,1222.1998657161841
2014-06,1229.1015880649784
2014-07,1289.3113824501481
2014-08,1335.1839209876875
2014-09,1329.9961157177768
2014-10,1228.763773957191
2014-11,1252.5860318081627
2014-12,1162.9271883681445
2015-01,1172.9929813769209
2015-02,1083.75899076059
2015-03,1030.1872988872803
2015-04,960.067484077495
2015-05,1002.1796542983267
2015-06,895.646375482583
2015-07,842.1256553602736
2015-08,746.7749904240145
2015-09,725.0484258588525
2015-10,757.8735892568191
2015-11,668.3181695121319
2015-12,746.0828774469362
2016-01,651.7168729906447
2016-02,635.7788067668283
2016-03,719.2779171692664
2016-04,696.438735427886
2016-05,678.8111118525162
2016-06,618.2204431963008
2016-07,707.8622568711985
2016-08,683.5584789009012
2016-09,647.3791261117267
2016-10,682.6691773246985
2016-11,470.75016319556534
2016-12,513.3585849169959
2017-01,485.378614669023
2017-02,562.4476067835408
2017-03,559.576829257938
2017-04,531.899726
2017-05,551.05161
2017-06,563.487426
2017-07,545.490846
2017-08,549.610151
2017-09,607.496257
2017-10,657.881065
2017-11,663.599076
2017-12,684.394199
2018-01,699.938177
2018-02,708.777757
2018-03,796.022882
2018-04,856.4706769990646
2018-05,770.4497121466776
2018-06,746.842990813697
2018-07,704.8718874452405
2018-08,709.1965118615867
2018-09,620.6026796830345
2018-10,541.7398688792798
2018-11,569.3815902563291
2018-12,562.9966597947138
2019-01,626.9432716440126
2019-02,666.4200418969964
2019-03,661.5230330515179
2019-04,650.4313043043137
2019-05,611.8450107812262
2019-06,637.4663766591972
2019-07,601.7424847643166
2019-08,682.867512726454
2019-09,635.2068040427067
2019-10,654.4055080018517
2019-11,611.0235256197747
2019-12,589.664271116221
2020-01,588.1035579004648
2020-02,542.1429143779952
2020-03,385.9131689462061
2020-04,447.4663659179339
2020-05,422.33075494525224
2020-06,468.4202861994408
2020-07,481.0057726364631
2020-08,503.77805500947454
2020-09,483.54691093423384
2020-10,482.7578981334423
2020-11,518.188501826148
2020-12,503.86311415838924
2021-01,533.5858866454939
2021-02,521.9896410044726
2021-03,487.78530613538044
2021-04,477.9666922419185
2021-05,468.8207857339376
2021-06,498.5347412771374
2021-07,515.6701702316184
2021-08,532.9696286045299
2021-09,520.9404009837222
2021-10,535.3583550499324
2021-11,558.959835258286
2021-12,605.3471992426144
2022-01,586.189191061187
2022-02,581.7353142010553
2022-03,506.45031349033974
2022-04,515.6466762324183
2022-05,462.512584967454
2022-06,403.0260573126591
2022-07,397.7836242444486
2022-08,421.34441625781704
2022-09,414.34942022132833
2022-10,366.8301409431131
2022-11,404.95909091499806
2022-12,448.56323955170717
2023-01,393.0172006524398
2023-02,376.50607076970897
2023-03,368.7897003624707
2023-04,412.6050276448402
2023-05,406.37899618919323
2023-06,417.39912726608424
2023-07,422.28049773303997
