Date,MSCI Greece Rebased Index
2012-03,23518.564442809933
2012-04,22003.937669054754
2012-05,15345.830970611234
2012-06,16853.160725404978
2012-07,16518.529763716262
2012-08,18354.149948667844
2012-09,16907.528236144655
2012-10,19734.753656035147
2012-11,21122.510558560214
2012-12,21652.10674634278
2013-01,24668.983107313015
2013-02,25496.666617003542
2013-03,24688.140274104913
2013-04,24710.428736539674
2013-05,22771.4040057182
2013-06,22228.002232426792
2013-07,24796.929739422056
2013-08,25999.622710449676
2013-09,29703.346650807067
2013-10,34556.4001047081
2013-11,33475.80547527945
2013-12,32705.45589356853
2014-01,32651.466884684338
2014-02,38224.939040852085
2014-03,38631.549878841135
2014-04,35037.77559448982
2014-05,34740.84411374622
2014-06,34470.96639459908
2014-07,31599.043577317305
2014-08,31547.062245549027
2014-09,27572.1148683838
2014-10,23484.39818938793
2014-11,24107.932704762796
2014-12,19637.448700347893
2015-01,13894.3992739954
2015-02,16646.085933557246
2015-03,13876.0086467675
2015-04,15221.881150432413
2015-05,15088.181148448357
2015-06,14598.996395647342
2015-07,14476.486418713845
2015-08,9383.991681637244
2015-09,9373.854715398456
2015-10,10338.091579932305
2015-11,7731.592159181671
2015-12,7593.578668500559
2016-01,5984.401146095112
2016-02,5379.538216943711
2016-03,6665.009290093024
2016-04,6875.9861558914035
2016-05,7659.174031682055
2016-06,5729.880885843447
2016-07,6094.6692774344765
2016-08,6110.426083678872
2016-09,5785.335691579519
2016-10,5989.589723916376
2016-11,6577.785687193769
2016-12,6672.7558289080125
2017-01,6148.607639604628
2017-02,6338.737781648135
2017-03,6440.026433024182
2017-04,7168.652617730898
2017-05,8163.497289619405
2017-06,8618.139918051294
2017-07,8705.529806228618
2017-08,8803.918777358833
2017-09,7571.119138063252
2017-10,7409.538159658192
2017-11,7371.785932544594
2017-12,8580.889075562
2018-01,9590.823668034795
2018-02,8805.674456264194
2018-03,8001.743392203928
2018-04,9261.729978073385
2018-05,7520.58169038234
2018-06,7825.953925040214
2018-07,7808.374778076432
2018-08,7027.451782165865
2018-09,6449.739982723122
2018-10,5921.925480424894
2018-11,5724.879539710028
2018-12,5419.73631171593
2019-01,5721.2697761123545
2019-02,6049.089714430641
2019-03,6112.3714448731225
2019-04,6492.978573274604
2019-05,6670.0680067431385
2019-06,7104.752902024822
2019-07,7124.035956412314
2019-08,6745.470932225102
2019-09,6886.86600160647
2019-10,7422.305573326667
2019-11,7543.47082486779
2019-12,7759.283119959574
2020-01,7373.620341010018
2020-02,5746.220544519826
2020-03,4254.931365682032
2020-04,4638.709913839269
2020-05,4853.745405051448
2020-06,4717.763422995658
2020-07,5066.415531167544
2020-08,5192.155758528757
2020-09,4872.124609894818
2020-10,4195.49233177855
2020-11,5483.0001481626305
2020-12,5669.743812924397
2021-01,5151.898357907354
2021-03,5755.238285384445
2021-04,6171.997428390483
2021-05,6436.973233843723
2021-06,6225.805825392846
2021-07,6207.2724526848915
2021-08,6555.951853820598
2021-09,6352.855369652857
2021-10,6310.07970800618
2021-11,5888.071940361843
2021-12,6123.248070142461
2022-01,6528.1176327481035
2022-02,6400.960678437196
2022-03,6189.89244902862
2022-04,6128.212201037086
2022-05,5958.813178757739
2022-06,5138.541365370066
2022-07,5367.384191436029
2022-08,5256.8602333198805
2022-09,4754.04567399929
2022-10,5414.131554785826
2022-11,5861.443521821781
2022-12,6139.346865673138
2023-01,6895.514513333591
2023-02,7517.106418491474
2023-03,7106.123063304555
2023-04,7364.740727155256
2023-05,8004.331869768151
2023-06,8800.6497001738
2023-07,9296.705756038013
