Date,OMAN
2011-09,930.2623236818824
2011-10,950.9347196331348
2011-11,919.1846105350266
2011-12,990.236859186892
2012-01,959.1634875662152
2012-02,997.5729800265213
2012-03,978.958998700159
2012-04,989.9438219307403
2012-05,922.376939894562
2012-06,929.6368880935263
2012-07,856.6188702419346
2012-08,887.9176952993136
2012-09,898.4632203940032
2012-10,920.6489278820085
2012-11,900.6565368693605
2012-12,925.5835338136375
2013-01,926.0642350463485
2013-02,954.2231365494424
2013-03,977.8970609028024
2013-04,1004.4410801102842
2013-05,1048.801294727607
2013-06,1009.8652904959139
2013-07,1034.4840709358134
2013-08,1064.9134206434367
2013-09,1058.174052709197
2013-10,1040.8626276608281
2013-11,1040.7945315034583
2013-12,1072.6971718847685
2014-01,1095.8393088232413
2014-02,1116.7591265011458
2014-03,1104.16840394804
2014-04,1085.9945405799872
2014-05,1130.900794849556
2014-06,1166.4049423658705
2014-07,1202.2520569746835
2014-08,1243.833602109893
2014-09,1279.6303169276905
2014-10,1200.6495404580037
2014-11,1175.1067230789934
2014-12,1079.8136675315461
2015-01,1121.1862988050934
2015-02,1115.4442002359153
2015-03,1094.5889937121783
2015-04,1102.3811465752617
2015-05,1122.4111089016067
2015-06,1139.0205502389535
2015-07,1163.6764904855447
2015-08,1055.287434524637
2015-09,1058.4046032894428
2015-10,1074.199089274165
2015-11,1001.0258495935542
2015-12,978.6292232208383
2016-01,879.1646253550446
2016-02,948.6763372077187
2016-03,971.2291525098987
2016-04,1064.6935846217232
2016-05,1033.0843884289914
2016-06,1030.3731689911804
2016-07,1057.154252598266
2016-08,1031.6621187885069
2016-09,1044.2761485187557
2016-10,1000.4700980637509
2016-11,997.472793165455
2016-12,1064.808780483179
2017-01,1042.6373320419411
2017-02,1022.2773762119194
2017-03,988.7916645960488
2017-04,1004.538712
2017-05,976.305401
2017-06,908.354609
2017-07,899.60159
2017-08,936.929684
2017-09,966.275797
2017-10,947.206255
2017-11,961.166815
2017-12,942.248169
2018-01,944.420758
2018-02,943.219919
2018-03,912.66452
2018-04,900.1458265254312
2018-05,898.1706893072188
2018-06,865.1680169336504
2018-07,826.8465762859655
2018-08,875.4764742344145
2018-09,946.6683946062597
2018-10,932.3413160970705
2018-11,953.532635537077
2018-12,925.5123227252795
2019-01,900.6462695620056
2019-02,900.590135354061
2019-03,935.5723972725067
2019-04,928.4718833254278
2019-05,942.5200331911207
2019-06,917.0189066436145
2019-07,921.8521754937688
2019-08,1001.5943666944628
2019-09,984.9165788394027
2019-10,987.0484113494238
2019-11,992.222562215847
2019-12,974.8124713432212
2020-01,989.91141337672
2020-02,1013.317849128085
2020-03,866.6310871834156
2020-04,902.3596574651541
2020-05,931.9530552857287
2020-06,924.571425078736
2020-07,922.7134424030589
2020-08,1020.5535542587718
2020-09,957.6609464014414
2020-10,942.7190279391123
2020-11,1017.8714617842616
2020-12,1047.4690168763966
2021-01,1082.5550849551305
2021-02,1089.9196002463484
2021-03,1180.1832265661703
2021-04,1211.8271582953068
2021-05,1217.8159219145782
2021-06,1287.4678710251842
2021-07,1331.984906502886
2021-08,1309.384113018413
2021-09,1310.2620783967052
2021-10,1405.28491297138
2021-11,1370.168726639682
2021-12,1398.5882338586168
2022-01,1507.1129065492728
2022-02,1502.6484538074312
2022-03,1660.261792511097
2022-04,1693.834686371145
2022-05,1698.3118267227383
2022-06,1701.219997440611
2022-07,1875.8342656572383
2022-08,1889.7357493728641
2022-09,1800.249243338539
2022-10,1766.8911967763668
2022-11,1766.1304734895111
2022-12,1790.2648565964412
2023-01,1774.7751223854473
2023-02,1817.8565627674495
2023-03,1916.0030949234117
2023-04,1886.474064862606
2023-05,1840.0610018465627
2023-06,1919.2040203536076
2023-07,1934.1265252002615
