Date,KUWAIT SMALL CAP
2009-02,447.0916212913044
2009-03,447.28325742595763
2009-04,540.230162339387
2009-05,537.8059678963551
2009-06,548.4535121514934
2009-07,507.5894569854582
2009-08,512.6910164207743
2009-09,500.7506416056343
2009-10,450.8706730120832
2009-11,416.6534466149201
2009-12,433.642618502549
2010-01,458.53458100914406
2010-02,492.97621875291327
2010-03,496.07754280062966
2010-04,494.70826688034475
2010-05,447.0700656287137
2010-06,429.4509428756155
2010-07,449.7628995102713
2010-08,447.43664226181323
2010-09,441.5606747438788
2010-10,444.8737669409309
2010-11,460.41683491701167
2010-12,451.5820860670081
2011-01,448.2079497679006
2011-02,407.9078648310707
2011-03,375.24604628815035
2011-04,385.19643310488607
2011-05,386.16722396280835
2011-06,374.12637447102213
2011-07,365.05041101194496
2011-08,334.01360209341243
2011-09,366.2200611302468
2011-10,379.0650515829996
2011-11,376.54026591704917
2011-12,379.1693209259526
2012-01,377.2990355399974
2012-02,373.16139674635804
2012-03,388.50196918291766
2012-04,390.54483861755375
2012-05,399.37745180684755
2012-06,363.0597287251587
2012-07,369.5822147847692
2012-08,365.8660920048795
2012-09,380.9143206022744
2012-10,361.47828114256237
2012-11,354.9926515763219
2012-12,351.9239861100768
2013-01,357.42801791059907
2013-02,353.74086241256595
2013-03,373.09339213506337
2013-04,389.5633930273389
2013-05,412.5576487740176
2013-06,392.8736087084023
2013-07,396.15029269113273
2013-08,376.4579342523758
2013-09,378.7054443330734
2013-10,380.2479345775817
2013-11,379.5877714689511
2013-12,368.72833367709165
2014-01,376.612309946842
2014-02,373.1722844166063
2014-03,376.36103589649645
2014-04,385.1857657275753
2014-05,385.9729242785684
2014-06,363.3582841724042
2014-07,379.56855354737655
2014-08,398.87982353298173
2014-09,417.78907205082436
2014-10,402.27737670114067
2014-11,382.20303320471356
2014-12,373.1927549802284
2015-01,396.9620792000501
2015-02,392.3336640213195
2015-03,392.28632199777417
2015-04,375.41761708559164
2015-05,373.10377805189756
2015-06,359.3749844784687
2015-07,368.78550691878655
2015-08,331.00883607210784
2015-09,331.972376957442
2015-10,341.1481583293419
2015-11,367.7004427496602
2015-12,346.122069058844
2016-01,317.37690501947867
2016-02,326.47027359600094
2016-03,328.194335762076
2016-04,337.6033120889847
2016-05,328.5801328293376
2016-06,329.16576229422463
2016-07,329.2443875867797
2016-08,319.0536669948325
2016-09,311.8616433205381
2016-10,331.13100641283376
2016-11,335.82624644614884
2016-12,348.1773508575412
2017-01,375.2647817836947
2017-02,370.883127007941
2017-03,358.8328779173704
2017-04,337.5816380713574
2017-05,321.17205127659713
2017-06,316.6838816529689
2017-07,325.3061354762577
2017-08,319.2956155393039
2017-09,321.8940832987576
2017-10,316.5754930183254
2017-11,296.66129018282794
2017-12,298.95302291571346
2018-01,290.29658590816445
2018-02,293.01478142568817
2018-03,293.0685748618958
2018-04,296.42533718803554
2018-05,298.84031734807087
2018-06,305.55278142287864
2018-07,317.00885834628707
2018-08,314.26001295466244
2018-09,302.47247043752924
2018-10,294.403630141088
2018-11,309.4466828582433
2018-12,301.9238608917116
2019-01,299.2045968691704
2019-02,293.71290671815746
2019-03,320.6003555081483
2019-04,335.7197541189932
2019-05,342.5638434735091
2019-06,339.1764571328812
2019-07,361.9969221288639
2019-08,348.2341602919314
2019-09,342.88188708351765
2019-10,338.5937623751482
2019-11,353.1508868182155
2019-12,347.38551074343957
2020-01,353.88447714742733
2020-02,344.3626341051635
2020-03,242.70602907121827
2020-04,271.30747068513307
2020-05,266.3396424342422
2020-06,277.2614569383448
2020-07,251.55293750302516
2020-08,246.00697201153113
2020-09,265.4085307149654
2020-10,277.80705160194475
2020-11,280.9918218447899
2020-12,287.7916493136318
2021-01,299.3440479226959
2021-02,301.7417691888003
2021-03,321.61616255878334
2021-04,342.598736616799
2021-05,334.06413573711893
2021-06,358.59539223447155
2021-07,359.9893271328707
2021-08,365.75558406878605
2021-09,376.4730044642726
2021-10,391.43017633158286
2021-11,379.88092146525236
2021-12,399.2693616225765
2022-01,424.2563905535477
2022-02,446.0874020453307
2022-03,468.2009105013417
2022-04,515.7156930865947
2022-05,486.75720391312245
2022-06,452.4073623453023
2022-07,481.95608613885275
2022-08,488.491227998098
2022-09,433.65595340987375
2022-10,438.4270863362236
2022-11,437.8513052660188
2022-12,404.76856010951934
2023-01,395.84396773446036
2023-02,403.41140226721456
2023-03,389.7383732656698
2023-04,401.40892118868874
2023-05,404.7720428941072
2023-06,405.74261326603227
2023-07,412.05302238028816
