Date,OMAN
2012-02,879.1871606505699
2012-03,866.66945371897
2012-04,881.7908419517556
2012-05,879.4826263000475
2012-06,863.6345370299538
2012-07,820.0323308608897
2012-08,830.4724846276284
2012-09,823.3526728981811
2012-10,837.6285333589241
2012-11,816.4147502246136
2012-12,827.6825752348208
2013-01,804.3196035861886
2013-02,860.5051186254369
2013-03,897.8208394606017
2013-04,898.1991894690682
2013-05,954.0773814962284
2013-06,915.9369805978824
2013-07,918.4809996835312
2013-08,952.130803327453
2013-09,921.6077268433552
2013-10,902.6296394856441
2013-11,901.2116432859625
2013-12,917.7810013378916
2014-01,958.0213956747323
2014-02,953.2658814672743
2014-03,944.5016069904165
2014-04,923.394946894649
2014-05,977.0807167842029
2014-06,1004.3699425207194
2014-07,1059.3386117864745
2014-08,1113.2839547581675
2014-09,1194.2372152320609
2014-10,1129.783522805462
2014-11,1111.2919192828615
2014-12,1052.0609258595234
2015-01,1171.3612361879257
2015-02,1172.4271741346522
2015-03,1201.5509256396392
2015-04,1159.8342356475878
2015-05,1206.9745764031093
2015-06,1205.2129579108007
2015-07,1241.7218613005684
2015-08,1110.3356724076934
2015-09,1117.8554150486796
2015-10,1146.4509268091947
2015-11,1117.416489493273
2015-12,1062.0960349039926
2016-01,957.8957858346005
2016-02,1029.3515878248033
2016-03,1004.8094505300734
2016-04,1095.9274471469685
2016-05,1094.0533031559482
2016-06,1093.4411517909466
2016-07,1114.5378994864525
2016-08,1092.0566149905367
2016-09,1095.5235498275379
2016-10,1075.9936344756968
2016-11,1108.5695225324407
2016-12,1190.1932322831417
2017-01,1137.4269294076491
2017-02,1134.2122272586507
2017-03,1089.9312168440108
2017-04,1087.5622521169612
2017-05,1023.5795932937787
2017-06,938.9370626837012
2017-07,899.5634387776712
2017-08,929.0884435963424
2017-09,963.6193970820451
2017-10,958.5894798602146
2017-11,950.3649232087625
2017-12,925.1028308159638
2018-01,893.7787298635661
2018-02,911.7444544388128
2018-03,874.891926965997
2018-04,878.3536849711613
2018-05,907.1346990137457
2018-06,873.6155484252727
2018-07,833.1359951389591
2018-08,887.101838675258
2018-09,960.890834111967
2018-10,970.1105817154064
2018-11,992.8613827921722
2018-12,954.4965690215356
2019-01,925.3709699770153
2019-02,932.4235883689032
2019-03,982.3156056146606
2019-04,976.7305495195084
2019-05,997.1588756949537
2019-06,949.3497014291264
2019-07,976.1250424810299
2019-08,1072.263045279852
2019-09,1065.0957628166518
2019-10,1043.0517855603487
2019-11,1060.9294301871691
2019-12,1023.8353346014169
2020-01,1053.1096018773542
2020-02,1087.5789323406213
2020-03,931.1594625061635
2020-04,971.2744619451687
2020-05,987.75210547859
2020-06,970.5057041326411
2020-07,919.9433513074724
2020-08,1006.0467517817459
2020-09,962.805929100737
2020-10,954.1302296337008
2020-11,1003.193077972375
2020-12,1009.2873993268994
2021-01,1050.5212918000254
2021-02,1058.6263904353536
2021-03,1183.8483918660652
2021-04,1186.8114539560158
2021-05,1174.2887017062872
2021-06,1279.9226296864329
2021-07,1324.2904414923066
2021-08,1307.7202762023448
2021-09,1332.8732709140131
2021-10,1431.6359024822711
2021-11,1435.110536844219
2021-12,1449.9345746637496
2022-01,1585.0229805319045
2022-02,1577.2323670016656
2022-03,1759.192594509466
2022-04,1892.9299052061817
2022-05,1869.0545886718992
2022-06,1918.459339023969
2022-07,2168.896001075468
2022-08,2215.607340980695
2022-09,2166.491956753912
2022-10,2107.630269074212
2022-11,2022.2206785999692
2022-12,1977.6366855791746
2023-01,1926.5882146644467
2023-02,2020.8976847474628
2023-03,2079.130975893926
2023-04,2014.5458322189934
2023-05,2034.8371804962057
2023-06,2073.918954899987
2023-07,2068.1497137407355
